Amp,t
73.99999999999118,0.215
546.5282581475751,0.216
358.892626146238,0.217
-231.892626146238,0.218
-417.5282581475752,0.219
56.000000000008825,0.22
531.5282581475806,0.221
348.8926261462237,0.222
-239.89262614622925,0.223
-421.52825814757847,0.224
54.99999999999804,0.225
535.5282581475773,0.226
358.8926261462325,0.227
-224.89262614624357,0.228
-403.52825814757307,0.229
73.00000000001569,0.23
551.5282581475827,0.231
369.8926261462412,0.232
-217.89262614623482,0.233
-401.52825814757637,0.234
71.0000000000049,0.23500000000000001
542.5282581475794,0.23600000000000002
355.8926261462269,0.23700000000000002
-236.89262614624909,0.23800000000000002
-422.5282581475709,0.23900000000000002
49.999999999994124,0.24
522.528258147576,0.241
336.8926261462356,0.242
-254.89262614624033,0.243
-440.52825814757426,0.244
32.00000000001176,0.245
507.5282581475727,0.246
324.89262614624437,0.247
-260.89262614623163,0.248
-442.5282581475776,0.249
33.00000000000098,0.25
511.52825814757813,0.251
330.8926261462301,0.252
-255.8926261462459,0.253
-436.5282581475721,0.254
38.9999999999902,0.255
515.5282581475749,0.256
334.8926261462388,0.257
-252.8926261462372,0.258
-433.52825814757546,0.259
42.000000000007844,0.26
520.5282581475803,0.261
341.89262614622453,0.262
-241.89262614625147,0.263
-414.52825814757,0.264
72.99999999999706,0.265
568.5282581475769,0.266
413.8926261462332,0.267
-140.89262614624272,0.268
-288.5282581475733,0.269
223.0000000000147,0.27
734.5282581475824,0.271
586.892626146219,0.272
30.107373853743013,0.273
-127.52825814757665,0.274
368.0000000000039,0.275
861.5282581475791,0.276
691.8926261462277,0.277
114.10737385375171,0.278
-60.528258147571194,0.279
422.00000000002154,0.28
907.5282581475846,0.281
732.8926261462134,0.28200000000000003
153.10737385373744,0.28300000000000003
-23.528258147574547,0.28400000000000003
456.0000000000108,0.28500000000000003
934.5282581475813,0.28600000000000003
749.8926261462221,0.28700000000000003
154.10737385374614,0.28800000000000003
-41.5282581475779,0.289
413.0,0.29
863.5282581475691,0.291
648.8926261462539,0.292
24.107373853777858,0.293
-198.5282581475812,0.294
233.99999999998923,0.295
671.5282581475745,0.296
452.8926261462396,0.297
-163.8926261462364,0.298
-367.52825814757574,0.299
93.00000000000686,0.3
559.5282581475713,0.301
372.8926261462483,0.302
-220.8926261462277,0.303
-405.5282581475791,0.304
65.99999999999608,0.305
543.5282581475767,0.306
362.892626146234,0.307
-222.89262614624198,0.308
-404.52825814757364,0.309
71.00000000001373,0.31
547.5282581475733,0.311
363.8926261462427,0.312
-224.89262614623323,0.313
-410.528258147577,0.314
58.00000000000294,0.315
531.5282581475788,0.316
342.89262614622845,0.317
-250.8926261462475,0.318
-437.5282581475715,0.319
33.99999999999216,0.32
508.52825814757546,0.321
321.8926261462372,0.322
-265.8926261462388,0.323
-449.52825814757483,0.324
28.000000000009802,0.325
507.5282581475809,0.326
329.89262614622294,0.327
-254.89262614625306,0.328
-434.5282581475694,0.329
42.99999999999902,0.33
519.5282581475776,0.331
338.89262614623163,0.332
-248.89262614624437,0.333
-433.5282581475727,0.334
40.00000000001666,0.335
512.5282581475831,0.336
326.89262614621737,0.337
-265.8926261462586,0.338
-452.528258147576,0.339
19.000000000005883,0.34
495.5282581475797,0.341
314.89262614622606,0.342
-273.8926261462499,0.343
-455.5282581475706,0.34400000000000003
22.000000000023526,0.34500000000000003
500.5282581475851,0.34600000000000003
324.8926261462118,0.34700000000000003
-260.89262614626415,0.34800000000000003
-440.5282581475739,0.34900000000000003
38.00000000001275,0.35000000000000003
517.5282581475818,0.35100000000000003
335.8926261462436,0.352
-249.8926261462325,0.353
-433.5282581475773,0.354
39.00000000000196,0.355
512.5282581475697,0.356
327.89262614625227,0.357
-263.89262614622373,0.358
-448.5282581475806,0.359
23.999999999991182,0.36
502.5282581475752,0.361
318.892626146238,0.362
-268.892626146238,0.363
-450.5282581475752,0.364
26.000000000008825,0.365
506.5282581475718,0.366
328.89262614624676,0.367
-253.8926261462293,0.368
-431.52825814757847,0.369
43.999999999998046,0.37
523.5282581475773,0.371
344.8926261462325,0.372
-241.89262614624357,0.373
-425.52825814757307,0.374
45.99999999998726,0.375
518.528258147574,0.376
333.8926261462412,0.377
-257.8926261462349,0.378
-443.52825814757637,0.379
30.000000000004903,0.38
506.5282581475794,0.381
322.8926261462269,0.382
-264.8926261462491,0.383
-446.5282581475709,0.384
30.999999999994124,0.385
510.528258147576,0.386
332.8926261462356,0.387
-250.89262614624033,0.388
-429.52825814757426,0.389
48.00000000001177,0.39
526.5282581475815,0.391
345.89262614622135,0.392
-240.89262614625466,0.393
-422.52825814756875,0.394
50.00000000000098,0.395
523.5282581475781,0.396
339.8926261462301,0.397
-250.8926261462459,0.398
-437.5282581475721,0.399
38.00000000001862,0.4
512.5282581475836,0.401
329.89262614621583,0.402
-258.8926261462602,0.403
-439.52825814757546,0.404
38.000000000007844,0.405
518.5282581475803,0.406
341.89262614622453,0.40700000000000003
-240.89262614625147,0.40800000000000003
-420.52825814757875,0.40900000000000003
56.00000000002549,0.41000000000000003
532.5282581475769,0.41100000000000003
354.89262614621026,0.41200000000000003
-233.89262614624272,0.41300000000000003
-416.52825814756454,0.41400000000000003
57.0000000000147,0.41500000000000004
531.5282581475913,0.41600000000000004
344.89262614626494,0.417
-245.89262614623402,0.418
-429.5282581475854,0.419
46.00000000000392,0.42
520.5282581475703,0.421
338.8926261462277,0.422
-249.89262614622533,0.423
-430.5282581475712,0.424
46.99999999999314,0.425
528.5282581475669,0.426
351.8926261462364,0.427
-230.89262614621657,0.428
-409.52825814757455,0.429
68.99999999998236,0.43
549.5282581475813,0.431
366.8926261462451,0.432
-217.89262614625386,0.433
-400.5282581475779,0.434
74.00000000002842,0.435
548.5282581475778,0.436
361.89262614625386,0.437
-230.8926261462451,0.438
-415.5282581475812,0.439
58.00000000001764,0.44
534.5282581475745,0.441
351.89262614621657,0.442
-234.8926261462364,0.443
-417.528258147567,0.444
61.000000000006864,0.445
541.5282581475713,0.446
363.8926261462253,0.447
-219.8926261462277,0.448
-398.52825814757034,0.449
79.99999999999608,0.45
558.5282581475853,0.451
377.892626146234,0.452
-209.89262614626494,0.453
-392.52825814757364,0.454
81.9999999999853,0.455
555.5282581475822,0.456
370.8926261462427,0.457
-220.89262614625625,0.458
-406.528258147577,0.459
69.00000000003136,0.46
545.5282581475788,0.461
361.8926261462055,0.462
-225.8926261462475,0.463
-408.52825814758035,0.464
69.00000000002059,0.465
550.5282581475755,0.466
373.8926261462142,0.467
-208.8926261462388,0.468
-386.5282581475661,0.46900000000000003
91.0000000000098,0.47000000000000003
568.5282581475897,0.47100000000000003
389.89262614622294,0.47200000000000003
-196.89262614627603,0.47300000000000003
-379.5282581475694,0.47400000000000003
94.99999999999902,0.47500000000000003
568.5282581475864,0.47600000000000003
383.89262614623163,0.47700000000000004
-207.89262614626733,0.47800000000000004
-391.5282581475727,0.47900000000000004
82.99999999998825,0.48
558.5282581475655,0.481
376.89262614624033,0.482
-210.89262614621265,0.483
-392.528258147576,0.484
84.99999999997746,0.485
567.5282581475797,0.486
390.8926261462491,0.487
-191.89262614624988,0.488
-369.5282581475794,0.489
109.00000000002352,0.49
585.5282581475764,0.491
406.89262614625784,0.492
-178.89262614624118,0.493
-362.52825814758273,0.494
111.00000000001275,0.495
583.5282581475731,0.496
399.89262614622055,0.497
-191.8926261462325,0.498
-375.5282581475685,0.499
98.00000000000196,0.5
572.5282581475697,0.501
391.89262614622925,0.502
-194.89262614622373,0.503
-376.5282581475718,0.504
100.99999999999119,0.505
581.528258147584,0.506
406.892626146238,0.507
-176.89262614626097,0.508
-355.5282581475752,0.509
121.9999999999804,0.51
598.5282581475806,0.511
419.89262614624676,0.512
-166.89262614625227,0.513
-349.52825814757847,0.514
123.00000000002646,0.515
598.5282581475773,0.516
411.8926261462094,0.517
-178.89262614624357,0.518
-364.5282581475642,0.519
110.00000000001569,0.52
585.528258147574,0.521
402.89262614621816,0.522
-185.89262614623487,0.523
-368.52825814756756,0.524
109.0000000000049,0.525
589.5282581475882,0.526
411.8926261462269,0.527
-170.8926261462721,0.528
-349.5282581475709,0.529
127.99999999999413,0.53
605.5282581475849,0.531
425.8926261462356,0.532
-161.89262614626335,0.533
-345.5282581475742,0.534
127.00000000004019,0.535
601.5282581475815,0.536
413.8926261461983,0.537
-177.89262614625466,0.538
-363.5282581475776,0.539
110.0000000000294,0.54
585.5282581475782,0.541
402.892626146207,0.542
-184.8926261462459,0.543
-368.52825814756335,0.544
109.00000000001863,0.545
587.5282581475924,0.546
409.89262614621583,0.547
-175.8926261462372,0.548
-355.52825814756665,0.549
120.00000000000784,0.55
596.5282581475891,0.551
413.89262614622453,0.552
-174.8926261462745,0.553
-360.52825814757,0.554
110.0000000000539,0.555
582.5282581475858,0.556
394.89262614618724,0.557
-198.89262614626574,0.558
-386.5282581475733,0.559
85.00000000004313,0.56
557.5282581475824,0.561
371.892626146196,0.562
-218.892626146257,0.5630000000000001
-402.5282581475591,0.5640000000000001
73.00000000003234,0.5650000000000001
550.5282581475967,0.5660000000000001
370.8926261462047,0.5670000000000001
-213.8926261462483,0.5680000000000001
-395.52825814756244,0.5690000000000001
80.00000000002157,0.5700000000000001
557.5282581475933,0.5710000000000001
374.89262614621344,0.5720000000000001
-215.89262614628558,0.5730000000000001
-400.5282581475658,0.5740000000000001
70.00000000006763,0.5750000000000001
541.5282581475899,0.5760000000000001
351.89262614626807,0.577
-239.89262614623084,0.578
-427.52825814758666,0.579
45.00000000000001,0.58
518.5282581475691,0.581
331.8926261462768,0.582
-257.89262614622214,0.583
-441.52825814758995,0.584
34.99999999998922,0.585
513.5282581475658,0.586
334.8926261462396,0.587
-251.89262614621344,0.588
-432.52825814757574,0.589
43.99999999997844,0.59
518.52825814758,0.591
338.8926261462483,0.592
-249.8926261462047,0.593
-435.5282581475791,0.594
36.99999999996766,0.595
509.52825814757665,0.596
321.892626146257,0.597
-270.892626146242,0.598
-457.52825814758245,0.599
16.000000000013728,0.6
490.5282581475733,0.601
306.8926261462657,0.602
-282.8926261462332,0.603
-465.52825814758575,0.604
10.000000000002945,0.605
489.52825814757,0.606
310.89262614622845,0.607
-272.89262614622453,0.608
-451.5282581475715,0.609
24.999999999992166,0.61
501.52825814756665,0.611
321.8926261462372,0.612
-264.89262614621583,0.613
-448.52825814757483,0.614
24.999999999981384,0.615
497.5282581475809,0.616
310.8926261462459,0.617
-281.89262614625306,0.618
-467.52825814757813,0.619
5.000000000027447,0.62
481.5282581475776,0.621
297.89262614625466,0.622
-291.89262614624437,0.623
-473.5282581475815,0.624
5.000000000016667,0.625
485.52825814757426,0.626
308.89262614621737,0.627
-273.8926261462356,0.628
-452.52825814756727,0.629
25.000000000005887,0.63
500.5282581475709,0.631
320.89262614622606,0.632
-264.8926261462269,0.633
-447.5282581475706,0.634
24.999999999995104,0.635
499.5282581475851,0.636
312.8926261462348,0.637
-279.89262614626415,0.638
-465.5282581475739,0.639
7.9999999999843245,0.64
484.5282581475818,0.641
301.8926261462436,0.642
-286.89262614625545,0.643
-467.5282581475773,0.644
10.000000000030388,0.645
490.52825814757847,0.646
312.8926261462063,0.647
-270.89262614624676,0.648
-449.5282581475806,0.649
29.000000000019607,0.65
507.5282581475752,0.651
328.892626146215,0.652
-259.892626146238,0.653
-443.52825814756636,0.654
30.000000000008825,0.655
503.5282581475894,0.656
317.8926261462237,0.657
-273.89262614627523,0.658
-459.5282581475697,0.659
15.999999999998046,0.66
491.52825814758603,0.661
307.8926261462325,0.662
-281.89262614626654,0.663
-463.52825814757307,0.664
15.000000000044109,0.665
495.52825814758273,0.666
317.89262614619514,0.667
-265.89262614625784,0.668
-445.52825814757637,0.669
34.000000000033324,0.67
510.5282581475794,0.671
331.8926261462039,0.672
-255.89262614624909,0.673
-438.5282581475621,0.674
35.000000000022546,0.675
507.52825814759365,0.676
321.8926261462126,0.677
-269.8926261462404,0.678
-454.52825814756545,0.679
20.000000000011767,0.68
494.5282581475903,0.681
309.89262614622135,0.682
-277.8926261462776,0.683
-460.52825814756875,0.684
20.00000000005783,0.685
498.528258147587,0.686
323.89262614618406,0.687
-259.8926261462689,0.6880000000000001
-439.5282581475721,0.6890000000000001
40.00000000004705,0.6900000000000001
518.5282581475836,0.6910000000000001
338.89262614619275,0.6920000000000001
-248.89262614626023,0.6930000000000001
-431.5282581475579,0.6940000000000001
41.000000000036266,0.6950000000000001
513.5282581475979,0.6960000000000001
327.8926261462015,0.6970000000000001
-263.8926261462515,0.6980000000000001
-449.52825814756125,0.6990000000000001
25.000000000025487,0.7000000000000001
499.52825814759456,0.7010000000000001
316.89262614621026,0.7020000000000001
-271.89262614628876,0.7030000000000001
-454.5282581475821,0.704
24.999999999957865,0.705
503.52825814757364,0.706
326.89262614626494,0.707
-256.892626146234,0.708
-435.5282581475854,0.709
43.00000000000393,0.71
520.5282581475703,0.711
339.89262614627364,0.712
-247.89262614622533,0.713
-430.52825814758876,0.714
42.99999999999314,0.715
516.5282581475669,0.716
329.8926261462364,0.717
-261.89262614621657,0.718
-447.52825814757455,0.719
27.999999999982364,0.72
502.5282581475812,0.721
319.8926261462451,0.722
-270.8926261462079,0.723
-452.5282581475779,0.724
25.999999999971585,0.725
506.5282581475779,0.726
329.89262614625386,0.727
-253.8926261462451,0.728
-431.5282581475812,0.729
46.00000000001765,0.73
522.5282581475745,0.731
343.89262614626256,0.732
-242.8926261462364,0.733
-425.52825814758455,0.734
47.000000000006864,0.735
520.5282581475713,0.736
333.8926261462253,0.737
-257.8926261462277,0.738
-444.52825814757034,0.739
28.999999999996085,0.74
503.5282581475679,0.741
320.892626146234,0.742
-267.89262614621896,0.743
-449.52825814757364,0.744
28.999999999985306,0.745
507.5282581475821,0.746
330.8926261462427,0.747
-251.89262614625625,0.748
-431.528258147577,0.749
47.99999999997453,0.75
525.5282581475788,0.751
344.8926261462515,0.752
-242.8926261462475,0.753
-426.52825814758035,0.754
48.000000000020584,0.755
519.5282581475755,0.756
333.8926261462142,0.757
-257.8926261462388,0.758
-443.5282581475661,0.759
30.000000000009805,0.76
504.5282581475721,0.761
320.89262614622294,0.762
-268.8926261462301,0.763
-449.5282581475694,0.764
29.999999999999027,0.765
508.52825814758637,0.766
331.89262614623163,0.767
-251.89262614626733,0.768
-430.5282581475727,0.769
47.99999999998825,0.77
524.5282581475831,0.771
345.89262614624033,0.772
-242.89262614625858,0.773
-425.528258147576,0.774
47.00000000003431,0.775
519.5282581475797,0.776
334.8926261462031,0.777
-257.8926261462499,0.778
-443.5282581475794,0.779
31.00000000002353,0.78
505.52825814757637,0.781
322.8926261462118,0.782
-265.8926261462412,0.783
-447.52825814756517,0.784
31.000000000012747,0.785
509.5282581475906,0.786
334.89262614622055,0.787
-249.89262614627842,0.788
-429.5282581475685,0.789
48.00000000000197,0.79
525.5282581475873,0.791
344.89262614622925,0.792
-243.89262614626972,0.793
-424.5282581475718,0.794
49.00000000004803,0.795
521.528258147584,0.796
336.892626146192,0.797
-255.89262614626097,0.798
-441.5282581475752,0.799
32.00000000003725,0.8
505.5282581475806,0.801
323.8926261462007,0.802
-264.89262614625227,0.803
-446.5282581475609,0.804
30.000000000026468,0.805
510.52825814759484,0.806
333.8926261462094,0.807
-250.89262614624357,0.808
-429.5282581475642,0.809
49.00000000001569,0.81
525.5282581475915,0.811
345.89262614621816,0.812
-241.8926261462808,0.8130000000000001
-424.52825814756756,0.8140000000000001
48.00000000006175,0.8150000000000001
520.5282581475882,0.8160000000000001
336.8926261462269,0.8170000000000001
-255.89262614622606,0.8180000000000001
-439.52825814755334,0.8190000000000001
34.00000000005097,0.8200000000000001
508.5282581475849,0.8210000000000001
325.8926261462356,0.8220000000000001
-262.89262614630934,0.8230000000000001
-444.5282581475567,0.8240000000000001
33.00000000004019,0.8250000000000001
513.5282581475815,0.8260000000000001
336.89262614624437,0.8270000000000001
-247.89262614630064,0.8280000000000001
-426.52825814756,0.8290000000000001
51.00000000002941,0.8300000000000001
529.5282581475782,0.8310000000000001
347.8926261461611,0.8320000000000001
-240.89262614619992,0.833
-422.5282581475985,0.834
52.00000000001863,0.835
525.5282581475749,0.836
339.89262614626176,0.837
-251.89262614619122,0.838
-437.52825814756665,0.839
36.000000000007844,0.84
511.52825814757153,0.841
327.89262614627046,0.842
-261.8926261461825,0.843
-443.52825814757,0.844
34.999999999997065,0.845
515.5282581475682,0.846
338.8926261462792,0.847
-244.89262614626574,0.848
-423.5282581475733,0.849
53.99999999998629,0.85
532.5282581475649,0.851
352.8926261462879,0.852
-234.89262614625704,0.853
-416.52825814757665,0.854
55.99999999997551,0.855
529.5282581475615,0.856
342.8926261462047,0.857
-248.8926261462483,0.858
-432.52825814758,0.859
40.99999999996473,0.86
515.5282581475582,0.861
331.89262614621344,0.862
-256.8926261462396,0.863
-438.5282581475833,0.864
40.99999999995394,0.865
520.5282581475899,0.866
342.89262614622214,0.867
-240.89262614623084,0.868
-420.52825814758666,0.869
58.00000000005685,0.87
534.5282581475867,0.871
355.89262614623084,0.872
-231.89262614622214,0.873
-414.52825814758995,0.874
61.00000000004607,0.875
532.5282581475833,0.876
346.8926261462396,0.877
-244.89262614621344,0.878
-429.5282581475582,0.879
44.00000000003529,0.88
519.52825814758,0.881
335.8926261462483,0.882
-251.8926261462047,0.883
-434.5282581475615,0.884
45.00000000002451,0.885
524.5282581475767,0.886
348.892626146257,0.887
-235.89262614628797,0.888
-413.5282581475648,0.889
65.00000000001373,0.89
542.5282581475733,0.891
361.8926261462657,0.892
-226.8926261462792,0.893
-408.5282581475682,0.894
65.00000000000294,0.895
537.52825814757,0.896
350.8926261461825,0.897
-242.89262614627046,0.898
-427.5282581475715,0.899
45.99999999999217,0.9
521.5282581475667,0.901
337.8926261461912,0.902
-251.89262614626176,0.903
-432.52825814757483,0.904
46.999999999981384,0.905
525.5282581475985,0.906
348.8926261461999,0.907
-234.89262614625306,0.908
-413.52825814757813,0.909
62.999999999970605,0.91
541.5282581475951,0.911
361.89262614620867,0.912
-224.89262614624437,0.913
-407.5282581475815,0.914
66.00000000007351,0.915
537.5282581475918,0.916
351.89262614621737,0.917
-239.8926261462356,0.918
-424.52825814758484,0.919
50.000000000062734,0.92
525.5282581475885,0.921
342.89262614622606,0.922
-246.89262614622692,0.923
-426.52825814755306,0.924
52.00000000005195,0.925
531.5282581475851,0.926
353.8926261462348,0.927
-229.89262614621822,0.928
-407.5282581475564,0.929
69.00000000004117,0.93
545.5282581475818,0.931
366.8926261462435,0.932
-219.89262614630138,0.933
-403.5282581475597,0.934
70.00000000003038,0.935
541.5282581475785,0.936
355.8926261461603,0.937
-236.89262614629268,0.9380000000000001
-421.52825814756306,0.9390000000000001
53.00000000001961,0.9400000000000001
525.5282581475751,0.9410000000000001
342.892626146169,0.9420000000000001
-246.892626146284,0.9430000000000001
-428.52825814756636,0.9440000000000001
51.00000000000883,0.9450000000000001
529.528258147607,0.9460000000000001
354.89262614617775,0.9470000000000001
-229.89262614627523,0.9480000000000001
-408.5282581475697,0.9490000000000001
69.99999999999805,0.9500000000000001
546.5282581476037,0.9510000000000001
366.89262614618644,0.9520000000000001
-220.89262614626654,0.9530000000000001
-403.52825814757307,0.9540000000000001
70.00000000010095,0.9550000000000001
542.5282581476004,0.9560000000000001
355.89262614619514,0.9570000000000001
-238.89262614625784,0.9580000000000001
-421.52825814757637,0.9590000000000001
52.99999999997649,0.96
527.5282581475618,0.961
344.89262614629587,0.962
-245.89262614624909,0.963
-425.5282581475797,0.964
52.99999999996571,0.965
532.5282581475585,0.966
355.8926261462126,0.967
-230.8926261462404,0.968
-406.528258147583,0.969
70.99999999995492,0.97
549.5282581475903,0.971
367.89262614622135,0.972
-219.8926261462317,0.973
-403.52825814758637,0.974
68.99999999994415,0.975
540.5282581475869,0.976
355.8926261462301,0.977
-237.89262614622294,0.978
-422.5282581475897,0.979
53.00000000004705,0.98
526.5282581475836,0.981
343.8926261462388,0.982
-245.89262614621418,0.983
-426.528258147593,0.984
51.00000000003627,0.985
530.5282581475803,0.986
353.8926261462475,0.987
-229.8926261462055,0.988
-408.52825814756125,0.989
69.0000000000255,0.99
548.5282581475769,0.991
368.89262614625625,0.992
-219.8926261461968,0.993
-402.52825814756454,0.994
71.00000000001471,0.995
540.5282581475736,0.996
356.89262614626494,0.997
-236.89262614628,0.998
-421.5282581475679,0.999
54.00000000000393,1.0
528.5282581476055,1.0010000000000001
344.89262614627364,1.002
-243.8926261462713,1.0030000000000001
-425.5282581475712,1.004
53.00000000010684,1.0050000000000001
532.5282581475669,1.006
355.89262614619037,1.0070000000000001
-228.89262614626256,1.008
-407.5282581475394,1.0090000000000001
69.99999999998236,1.01
547.5282581475988,1.0110000000000001
366.8926261461992,1.012
-220.89262614634583,1.0130000000000001
-404.5282581475779,1.014
70.00000000008528,1.0150000000000001
541.5282581475954,1.016
354.8926261462079,1.0170000000000001
-236.8926261462451,1.018
-421.52825814754607,1.0190000000000001
52.99999999996081,1.02
526.5282581475922,1.0210000000000001
342.89262614621657,1.022
-244.89262614632838,1.0230000000000001
-426.52825814758455,1.024
54.99999999995003,1.025
536.5282581475888,1.026
359.8926261463173,1.027
-223.8926261462277,1.028
-402.52825814758785,1.029
77.00000000005294,1.03
554.5282581475503,1.031
373.892626146234,1.032
-213.89262614621896,1.033
-394.5282581475561,1.034
77.99999999992846,1.035
550.5282581475822,1.036
364.8926261462427,1.037
-226.89262614630223,1.038
-410.52825814759456,1.039
64.00000000003138,1.04
537.5282581475788,1.041
354.8926261462515,1.042
-233.89262614620156,1.043
-415.5282581475627,1.044
62.999999999906905,1.045
541.5282581475755,1.046
364.89262614626017,1.047
-218.89262614628473,1.048
-397.5282581476012,1.049
82.0000000000098,1.05
557.5282581475722,1.051
378.89262614617695,1.052
-210.89262614618406,1.053
-394.5282581475694,1.054
77.99999999999903,1.055
548.528258147604,1.056
362.8926261462776,1.057
-228.89262614626733,1.058
-414.5282581475727,1.059
57.99999999998825,1.06
530.5282581475655,1.061
346.8926261461944,1.062
-240.8926261461666,1.063
-420.528258147576,1.064
57.99999999997747,1.065
538.5282581475972,1.066
359.8926261462951,1.067
-223.89262614624988,1.068
-402.5282581475794,1.069
76.00000000008038,1.07
551.5282581475587,1.071
370.8926261462118,1.072
-217.89262614624118,1.073
